time,latitude,longitude,elevation,pointxyz,distance,elevation_change,cum_elevation,cum_distance,step_feet,gradient_point,gradient_rating
,39.992794,-77.919327,502.399994,"(39.992794, -77.919327, 502.399994)",0.00333375,1.8999939999999924,112.89999399999999,0.8406079499999994,17.6022,29.8,bigUp
,39.992737,-77.919342,507.700012,"(39.992737, -77.919342, 507.700012)",0.00401757,5.300018000000023,118.20001200000002,0.8446255199999995,21.212769599999998,29.1,bigUp
,39.992699,-77.919334,509.200012,"(39.992699, -77.919334, 509.200012)",0.00265948,1.5,119.70001200000002,0.8472849999999995,14.0420544,28.4,bigUp
,39.992638,-77.919357,509.600006,"(39.992638, -77.919357, 509.600006)",0.00438702,0.3999939999999924,120.10000600000001,0.8516720199999995,23.163465600000002,5.0,flat
,39.992615,-77.919357,511.600006,"(39.992615, -77.919357, 511.600006)",0.00158915,2.0,122.10000600000001,0.8532611699999996,8.390711999999999,2.5,flat
,39.992603,-77.919373,511.600006,"(39.992603, -77.919373, 511.600006)",0.00118523,0.0,122.10000600000001,0.8544463999999996,6.2580144,0.0,flat
,39.992558,-77.919327,512.0,"(39.992558, -77.919327, 512.0)",0.00394921,0.3999939999999924,122.5,0.8583956099999996,20.8518288,5.4,up
,39.992542,-77.919327,512.5,"(39.992542, -77.919327, 512.5)",0.00110549,0.5,123.0,0.8595010999999997,5.8369872,18.0,bigUp
,39.992504,-77.919304,513.5,"(39.992504, -77.919304, 513.5)",0.0028941,1.0,124.0,0.8623951999999997,15.280848,17.7,bigUp
,39.992454,-77.919266,512.5,"(39.992454, -77.919266, 512.5)",0.00399761,-1.0,123.0,0.8663928099999997,21.1073808,-13.5,down
,39.992416,-77.91925,512.5,"(39.992416, -77.91925, 512.5)",0.00275878,0.0,123.0,0.8691515899999996,14.5663584,0.0,flat
