time,latitude,longitude,elevation,pointxyz,distance,mph,pace,sec_mile_pace,elevation_change,cum_elevation,cum_distance,second,elapsed_time,step_feet,moving_time
2021-11-19 14:52:53+00:00,38.79649353213608,-77.04552322626114,-3.0,"(38.79649353213608, -77.04552322626114, -3.0)",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0:00:00,0.0,0
2021-11-19 14:52:54+00:00,38.79648883827031,-77.04551886767149,-3.0,"(38.79648883827031, -77.04551886767149, -3.0)",0.00040034,1.441224,0:41:37.876805,2497.8768047159915,0.0,0.0,0.00040034,1,0:00:01,2.1137952,1
2021-11-19 14:52:55+00:00,38.796473080292344,-77.04550998285413,-3.0,"(38.796473080292344, -77.04550998285413, -3.0)",0.00118926,4.281336,0:14:00.859022,840.8590215764425,0.0,0.0,0.0015896,2,0:00:02,6.2792927999999995,1
2021-11-19 14:52:56+00:00,38.79645690321922,-77.04550285823643,-3.0,"(38.79645690321922, -77.04550285823643, -3.0)",0.00118174,4.254264,0:14:06.209826,846.2098261885018,0.0,0.0,0.0027713399999999997,3,0:00:03,6.2395872,1
2021-11-19 14:52:57+00:00,38.796427231281996,-77.04549883492291,-2.799999952316284,"(38.796427231281996, -77.04549883492291, -2.799999952316284)",0.00206155,7.4215800000000005,0:08:05.071912,485.0719119109408,0.20000004768371582,0.20000004768371582,0.004832889999999999,4,0:00:04,10.884984000000001,1
2021-11-19 14:52:58+00:00,38.79639437422156,-77.04550009220839,-2.4000000953674316,"(38.79639437422156, -77.04550009220839, -2.4000000953674316)",0.00227122,8.176392,0:07:20.292002,440.2920016554979,0.39999985694885254,0.5999999046325684,0.007104109999999999,5,0:00:05,11.9920416,1
2021-11-19 14:52:59+00:00,38.796363696455956,-77.04550453461707,-2.0,"(38.796363696455956, -77.04550453461707, -2.0)",0.00213309,7.679123999999999,0:07:48.803473,468.80347289612723,0.40000009536743164,1.0,0.0092372,6,0:00:06,11.262715199999999,1
2021-11-19 14:53:00+00:00,38.79633595235646,-77.04551107250154,-2.0,"(38.79633595235646, -77.04551107250154, -2.0)",0.001949,7.0164,0:08:33.083633,513.083632632119,0.0,1.0,0.011186199999999999,7,0:00:07,10.29072,1
2021-11-19 14:53:01+00:00,38.79630737006664,-77.04551576636732,-2.0,"(38.79630737006664, -77.04551576636732, -2.0)",0.00199096,7.167456,0:08:22.270262,502.27026158235225,0.0,1.0,0.013177159999999999,8,0:00:08,10.5122688,1
2021-11-19 14:53:02+00:00,38.79628079943359,-77.04552314244211,-2.0,"(38.79628079943359, -77.04552314244211, -2.0)",0.00187833,6.7619880000000006,0:08:52.387813,532.3878125781945,0.0,1.0,0.015055489999999998,9,0:00:09,9.9175824,1
2021-11-19 14:53:03+00:00,38.79624827764928,-77.04553068615496,-2.200000047683716,"(38.79624827764928, -77.04553068615496, -2.200000047683716)",0.00228347,8.220492,0:07:17.929993,437.92999251139713,-0.20000004768371582,0.7999999523162842,0.017338959999999997,10,0:00:10,12.056721600000001,1
2021-11-19 14:53:04+00:00,38.79621349275112,-77.04553806222975,-2.4000000953674316,"(38.79621349275112, -77.04553806222975, -2.4000000953674316)",0.00243601,8.769636,0:06:50.507346,410.50734602895716,-0.20000004768371582,0.5999999046325684,0.019774969999999996,11,0:00:11,12.862132800000001,1
2021-11-19 14:53:05+00:00,38.79617736674845,-77.0455424208194,-2.4000000953674316,"(38.79617736674845, -77.0455424208194, -2.4000000953674316)",0.00250708,9.025488000000001,0:06:38.870399,398.8703990299472,0.0,0.5999999046325684,0.022282049999999998,12,0:00:12,13.2373824,1
